context: Jack response:	ED
context: The only good one out of this batch is Niizuma's Zombie Gun.\You're right.\But just one...\Maybe we should wait until next time and just serialize three at once.\What are you talking about?\We need to get out Zombie Gun as soon as possible.\Why don't we do Reversi?\What are you saying now? response:	We were concerned about Ashirogi doing two weekly series, so we gave it to Hisshou.
context: You're right.\But just one...\Maybe we should wait until next time and just serialize three at once.\What are you talking about?\We need to get out Zombie Gun as soon as possible.\Why don't we do Reversi?\What are you saying now?\We were concerned about Ashirogi doing two weekly series, so we gave it to Hisshou. response:	That's not my point.
context: But just one...\Maybe we should wait until next time and just serialize three at once.\What are you talking about?\We need to get out Zombie Gun as soon as possible.\Why don't we do Reversi?\What are you saying now?\We were concerned about Ashirogi doing two weekly series, so we gave it to Hisshou.\That's not my point. response:	Let's give PCP to Hisshou, and publish Reversi here instead.
context: Maybe we should wait until next time and just serialize three at once.\What are you talking about?\We need to get out Zombie Gun as soon as possible.\Why don't we do Reversi?\What are you saying now?\We were concerned about Ashirogi doing two weekly series, so we gave it to Hisshou.\That's not my point.\Let's give PCP to Hisshou, and publish Reversi here instead. response:	W-We can't do that.
context: What are you talking about?\We need to get out Zombie Gun as soon as possible.\Why don't we do Reversi?\What are you saying now?\We were concerned about Ashirogi doing two weekly series, so we gave it to Hisshou.\That's not my point.\Let's give PCP to Hisshou, and publish Reversi here instead.\W-We can't do that. response:	That's right! It's already been decided
context: We need to get out Zombie Gun as soon as possible.\Why don't we do Reversi?\What are you saying now?\We were concerned about Ashirogi doing two weekly series, so we gave it to Hisshou.\That's not my point.\Let's give PCP to Hisshou, and publish Reversi here instead.\W-We can't do that.\That's right! It's already been decided response:	No, that might actually work.
context: Why don't we do Reversi?\What are you saying now?\We were concerned about Ashirogi doing two weekly series, so we gave it to Hisshou.\That's not my point.\Let's give PCP to Hisshou, and publish Reversi here instead.\W-We can't do that.\That's right! It's already been decided\No, that might actually work. response:	It'd make us look better if we had two new series to publish.
context: What are you saying now?\We were concerned about Ashirogi doing two weekly series, so we gave it to Hisshou.\That's not my point.\Let's give PCP to Hisshou, and publish Reversi here instead.\W-We can't do that.\That's right! It's already been decided\No, that might actually work.\It'd make us look better if we had two new series to publish. response:	We can't do that just for the sake of appearances.
context: We were concerned about Ashirogi doing two weekly series, so we gave it to Hisshou.\That's not my point.\Let's give PCP to Hisshou, and publish Reversi here instead.\W-We can't do that.\That's right! It's already been decided\No, that might actually work.\It'd make us look better if we had two new series to publish.\We can't do that just for the sake of appearances. response:	Hisshou, which has a broader readership, can cover a greater range of material.
context: That's not my point.\Let's give PCP to Hisshou, and publish Reversi here instead.\W-We can't do that.\That's right! It's already been decided\No, that might actually work.\It'd make us look better if we had two new series to publish.\We can't do that just for the sake of appearances.\Hisshou, which has a broader readership, can cover a greater range of material. response:	It's a better place for PCP.
context: Let's give PCP to Hisshou, and publish Reversi here instead.\W-We can't do that.\That's right! It's already been decided\No, that might actually work.\It'd make us look better if we had two new series to publish.\We can't do that just for the sake of appearances.\Hisshou, which has a broader readership, can cover a greater range of material.\It's a better place for PCP. response:	Reversi got more votes than Zombie Gun.
context: W-We can't do that.\That's right! It's already been decided\No, that might actually work.\It'd make us look better if we had two new series to publish.\We can't do that just for the sake of appearances.\Hisshou, which has a broader readership, can cover a greater range of material.\It's a better place for PCP.\Reversi got more votes than Zombie Gun. response:	And also, Niizuma is more focused on Reversi than PCP.
context: That's right! It's already been decided\No, that might actually work.\It'd make us look better if we had two new series to publish.\We can't do that just for the sake of appearances.\Hisshou, which has a broader readership, can cover a greater range of material.\It's a better place for PCP.\Reversi got more votes than Zombie Gun.\And also, Niizuma is more focused on Reversi than PCP. response:	I want it to compete with Zombie Gun in Weekly Shounen Jack!
context: No, that might actually work.\It'd make us look better if we had two new series to publish.\We can't do that just for the sake of appearances.\Hisshou, which has a broader readership, can cover a greater range of material.\It's a better place for PCP.\Reversi got more votes than Zombie Gun.\And also, Niizuma is more focused on Reversi than PCP.\I want it to compete with Zombie Gun in Weekly Shounen Jack! response:	Hattori wants to edit Revers i more than he does PCP, as well.
context: It'd make us look better if we had two new series to publish.\We can't do that just for the sake of appearances.\Hisshou, which has a broader readership, can cover a greater range of material.\It's a better place for PCP.\Reversi got more votes than Zombie Gun.\And also, Niizuma is more focused on Reversi than PCP.\I want it to compete with Zombie Gun in Weekly Shounen Jack!\Hattori wants to edit Revers i more than he does PCP, as well. response:	Did Hattori say that?
context: We can't do that just for the sake of appearances.\Hisshou, which has a broader readership, can cover a greater range of material.\It's a better place for PCP.\Reversi got more votes than Zombie Gun.\And also, Niizuma is more focused on Reversi than PCP.\I want it to compete with Zombie Gun in Weekly Shounen Jack!\Hattori wants to edit Revers i more than he does PCP, as well.\Did Hattori say that? response:	I can tell without him saying so.
context: Hisshou, which has a broader readership, can cover a greater range of material.\It's a better place for PCP.\Reversi got more votes than Zombie Gun.\And also, Niizuma is more focused on Reversi than PCP.\I want it to compete with Zombie Gun in Weekly Shounen Jack!\Hattori wants to edit Revers i more than he does PCP, as well.\Did Hattori say that?\I can tell without him saying so. response:	Because I'm his team leader!
context: It's a better place for PCP.\Reversi got more votes than Zombie Gun.\And also, Niizuma is more focused on Reversi than PCP.\I want it to compete with Zombie Gun in Weekly Shounen Jack!\Hattori wants to edit Revers i more than he does PCP, as well.\Did Hattori say that?\I can tell without him saying so.\Because I'm his team leader! response:	Huh? You're in the middle of the serialization committee, right?
context: Reversi got more votes than Zombie Gun.\And also, Niizuma is more focused on Reversi than PCP.\I want it to compete with Zombie Gun in Weekly Shounen Jack!\Hattori wants to edit Revers i more than he does PCP, as well.\Did Hattori say that?\I can tell without him saying so.\Because I'm his team leader!\Huh? You're in the middle of the serialization committee, right? response:	I'm telling you, get up here!
