context: A journey from which you can never return. response:	Treasures that you can never again acquire.
context: That's it. That's the way.\Now carefully take it out.\Nanachi, you're good with your hands, huh?\That's it. Now you've got it.\Hey! Don't just stand there, do something!\She's been like this since she first saw me...\Hey, why you acting like you wanna rub me, too?\Nanachi, you don't seem to be hating it as much as when I did it. response:	You...!
context: Now carefully take it out.\Nanachi, you're good with your hands, huh?\That's it. Now you've got it.\Hey! Don't just stand there, do something!\She's been like this since she first saw me...\Hey, why you acting like you wanna rub me, too?\Nanachi, you don't seem to be hating it as much as when I did it.\You...! response:	That's'cause you rub me in a lewd kinda way, okay?!
context: Nanachi, you're good with your hands, huh?\That's it. Now you've got it.\Hey! Don't just stand there, do something!\She's been like this since she first saw me...\Hey, why you acting like you wanna rub me, too?\Nanachi, you don't seem to be hating it as much as when I did it.\You...!\That's'cause you rub me in a lewd kinda way, okay?! response:	Well...
context: That's it. Now you've got it.\Hey! Don't just stand there, do something!\She's been like this since she first saw me...\Hey, why you acting like you wanna rub me, too?\Nanachi, you don't seem to be hating it as much as when I did it.\You...!\That's'cause you rub me in a lewd kinda way, okay?!\Well... response:	Th-the bottom line's the taste. The taste, okay?
context: Hey! Don't just stand there, do something!\She's been like this since she first saw me...\Hey, why you acting like you wanna rub me, too?\Nanachi, you don't seem to be hating it as much as when I did it.\You...!\That's'cause you rub me in a lewd kinda way, okay?!\Well...\Th-the bottom line's the taste. The taste, okay? response:	Was it good?
context: She's been like this since she first saw me...\Hey, why you acting like you wanna rub me, too?\Nanachi, you don't seem to be hating it as much as when I did it.\You...!\That's'cause you rub me in a lewd kinda way, okay?!\Well...\Th-the bottom line's the taste. The taste, okay?\Was it good? response:	Well... It was alright.
context: Hey, why you acting like you wanna rub me, too?\Nanachi, you don't seem to be hating it as much as when I did it.\You...!\That's'cause you rub me in a lewd kinda way, okay?!\Well...\Th-the bottom line's the taste. The taste, okay?\Was it good?\Well... It was alright. response:	You're not half bad.
context: Nanachi, you don't seem to be hating it as much as when I did it.\You...!\That's'cause you rub me in a lewd kinda way, okay?!\Well...\Th-the bottom line's the taste. The taste, okay?\Was it good?\Well... It was alright.\You're not half bad. response:	I'm glad to hear that.
context: You...!\That's'cause you rub me in a lewd kinda way, okay?!\Well...\Th-the bottom line's the taste. The taste, okay?\Was it good?\Well... It was alright.\You're not half bad.\I'm glad to hear that. response:	It's thanks to your help!
context: That's'cause you rub me in a lewd kinda way, okay?!\Well...\Th-the bottom line's the taste. The taste, okay?\Was it good?\Well... It was alright.\You're not half bad.\I'm glad to hear that.\It's thanks to your help! response:	The eggs are yummy, too.
context: Well...\Th-the bottom line's the taste. The taste, okay?\Was it good?\Well... It was alright.\You're not half bad.\I'm glad to hear that.\It's thanks to your help!\The eggs are yummy, too. response:	Try one.
context: Th-the bottom line's the taste. The taste, okay?\Was it good?\Well... It was alright.\You're not half bad.\I'm glad to hear that.\It's thanks to your help!\The eggs are yummy, too.\Try one. response:	Wait, wasn't there someone else here, too?
context: Was it good?\Well... It was alright.\You're not half bad.\I'm glad to hear that.\It's thanks to your help!\The eggs are yummy, too.\Try one.\Wait, wasn't there someone else here, too? response:	Hm? Hm?
context: Well... It was alright.\You're not half bad.\I'm glad to hear that.\It's thanks to your help!\The eggs are yummy, too.\Try one.\Wait, wasn't there someone else here, too?\Hm? Hm? response:	How do you...?
context: You're not half bad.\I'm glad to hear that.\It's thanks to your help!\The eggs are yummy, too.\Try one.\Wait, wasn't there someone else here, too?\Hm? Hm?\How do you...? response:	Huh? Why did I think that, again?
context: I'm glad to hear that.\It's thanks to your help!\The eggs are yummy, too.\Try one.\Wait, wasn't there someone else here, too?\Hm? Hm?\How do you...?\Huh? Why did I think that, again? response:	Ah...
context: It's thanks to your help!\The eggs are yummy, too.\Try one.\Wait, wasn't there someone else here, too?\Hm? Hm?\How do you...?\Huh? Why did I think that, again?\Ah... response:	Well, you see, I had this terribly frightening dream.
context: The eggs are yummy, too.\Try one.\Wait, wasn't there someone else here, too?\Hm? Hm?\How do you...?\Huh? Why did I think that, again?\Ah...\Well, you see, I had this terribly frightening dream. response:	I can't remember it all that well, but...
context: Try one.\Wait, wasn't there someone else here, too?\Hm? Hm?\How do you...?\Huh? Why did I think that, again?\Ah...\Well, you see, I had this terribly frightening dream.\I can't remember it all that well, but... response:	when I came to...
context: Wait, wasn't there someone else here, too?\Hm? Hm?\How do you...?\Huh? Why did I think that, again?\Ah...\Well, you see, I had this terribly frightening dream.\I can't remember it all that well, but...\when I came to... response:	I found myself inside this pitch-black boulder-like thing that was horribly heavy and wouldn't budge.
context: Hm? Hm?\How do you...?\Huh? Why did I think that, again?\Ah...\Well, you see, I had this terribly frightening dream.\I can't remember it all that well, but...\when I came to...\I found myself inside this pitch-black boulder-like thing that was horribly heavy and wouldn't budge. response:	At first, there was this cavity inside it that was about the same size as me...
context: How do you...?\Huh? Why did I think that, again?\Ah...\Well, you see, I had this terribly frightening dream.\I can't remember it all that well, but...\when I came to...\I found myself inside this pitch-black boulder-like thing that was horribly heavy and wouldn't budge.\At first, there was this cavity inside it that was about the same size as me... response:	but it kept getting smaller and smaller.
context: Huh? Why did I think that, again?\Ah...\Well, you see, I had this terribly frightening dream.\I can't remember it all that well, but...\when I came to...\I found myself inside this pitch-black boulder-like thing that was horribly heavy and wouldn't budge.\At first, there was this cavity inside it that was about the same size as me...\but it kept getting smaller and smaller. response:	It was so painful, so agonizing...
context: Ah...\Well, you see, I had this terribly frightening dream.\I can't remember it all that well, but...\when I came to...\I found myself inside this pitch-black boulder-like thing that was horribly heavy and wouldn't budge.\At first, there was this cavity inside it that was about the same size as me...\but it kept getting smaller and smaller.\It was so painful, so agonizing... response:	I didn't even understand what I was anymore...
context: Well, you see, I had this terribly frightening dream.\I can't remember it all that well, but...\when I came to...\I found myself inside this pitch-black boulder-like thing that was horribly heavy and wouldn't budge.\At first, there was this cavity inside it that was about the same size as me...\but it kept getting smaller and smaller.\It was so painful, so agonizing...\I didn't even understand what I was anymore... response:	I even forgot how to speak...
