context: In those hectic days when we barely had time to sleep, response:	I had not realized the flaw in my plan.
context: and hired him through the office and had him do only desk work.\Mari, can you come here?!\Yes!\Mr. Takagi probably couldn't give up his dreams for the band.\The fact that he hit that reporter shows just how much he cares for his band members.\No matter what the public says,\I think Reira's boyfriend is a wonderful man.\Don't pay attention to the rumors, and keep your spirits high. response:	Mari?
context: Mari, can you come here?!\Yes!\Mr. Takagi probably couldn't give up his dreams for the band.\The fact that he hit that reporter shows just how much he cares for his band members.\No matter what the public says,\I think Reira's boyfriend is a wonderful man.\Don't pay attention to the rumors, and keep your spirits high.\Mari? response:	Yes!
context: Yes!\Mr. Takagi probably couldn't give up his dreams for the band.\The fact that he hit that reporter shows just how much he cares for his band members.\No matter what the public says,\I think Reira's boyfriend is a wonderful man.\Don't pay attention to the rumors, and keep your spirits high.\Mari?\Yes! response:	Boyfriend?
context: Mr. Takagi probably couldn't give up his dreams for the band.\The fact that he hit that reporter shows just how much he cares for his band members.\No matter what the public says,\I think Reira's boyfriend is a wonderful man.\Don't pay attention to the rumors, and keep your spirits high.\Mari?\Yes!\Boyfriend? response:	What does that mean? Wasn't Yasu's dream to be a lawyer?
context: The fact that he hit that reporter shows just how much he cares for his band members.\No matter what the public says,\I think Reira's boyfriend is a wonderful man.\Don't pay attention to the rumors, and keep your spirits high.\Mari?\Yes!\Boyfriend?\What does that mean? Wasn't Yasu's dream to be a lawyer? response:	It's always been secrets and lies.
context: No matter what the public says,\I think Reira's boyfriend is a wonderful man.\Don't pay attention to the rumors, and keep your spirits high.\Mari?\Yes!\Boyfriend?\What does that mean? Wasn't Yasu's dream to be a lawyer?\It's always been secrets and lies. response:	Since the old days, I never knew what he was thinking.
context: I think Reira's boyfriend is a wonderful man.\Don't pay attention to the rumors, and keep your spirits high.\Mari?\Yes!\Boyfriend?\What does that mean? Wasn't Yasu's dream to be a lawyer?\It's always been secrets and lies.\Since the old days, I never knew what he was thinking. response:	I have no intention of making a living on music,
context: Don't pay attention to the rumors, and keep your spirits high.\Mari?\Yes!\Boyfriend?\What does that mean? Wasn't Yasu's dream to be a lawyer?\It's always been secrets and lies.\Since the old days, I never knew what he was thinking.\I have no intention of making a living on music, response:	and I don't plan on ever leaving this town.
context: Mari?\Yes!\Boyfriend?\What does that mean? Wasn't Yasu's dream to be a lawyer?\It's always been secrets and lies.\Since the old days, I never knew what he was thinking.\I have no intention of making a living on music,\and I don't plan on ever leaving this town. response:	So I guess there's nothing we can do about it.
context: Yes!\Boyfriend?\What does that mean? Wasn't Yasu's dream to be a lawyer?\It's always been secrets and lies.\Since the old days, I never knew what he was thinking.\I have no intention of making a living on music,\and I don't plan on ever leaving this town.\So I guess there's nothing we can do about it. response:	If the band is that important to him,
context: Boyfriend?\What does that mean? Wasn't Yasu's dream to be a lawyer?\It's always been secrets and lies.\Since the old days, I never knew what he was thinking.\I have no intention of making a living on music,\and I don't plan on ever leaving this town.\So I guess there's nothing we can do about it.\If the band is that important to him, response:	was that just an excuse to break up with me?
context: What does that mean? Wasn't Yasu's dream to be a lawyer?\It's always been secrets and lies.\Since the old days, I never knew what he was thinking.\I have no intention of making a living on music,\and I don't plan on ever leaving this town.\So I guess there's nothing we can do about it.\If the band is that important to him,\was that just an excuse to break up with me? response:	No, he didn't go that far for the sake of the band.
context: It's always been secrets and lies.\Since the old days, I never knew what he was thinking.\I have no intention of making a living on music,\and I don't plan on ever leaving this town.\So I guess there's nothing we can do about it.\If the band is that important to him,\was that just an excuse to break up with me?\No, he didn't go that far for the sake of the band. response:	This may be a problem.
context: Since the old days, I never knew what he was thinking.\I have no intention of making a living on music,\and I don't plan on ever leaving this town.\So I guess there's nothing we can do about it.\If the band is that important to him,\was that just an excuse to break up with me?\No, he didn't go that far for the sake of the band.\This may be a problem. response:	I could no longer sacrifice that much for Nana.
context: I have no intention of making a living on music,\and I don't plan on ever leaving this town.\So I guess there's nothing we can do about it.\If the band is that important to him,\was that just an excuse to break up with me?\No, he didn't go that far for the sake of the band.\This may be a problem.\I could no longer sacrifice that much for Nana. response:	I wonder why.
context: and I don't plan on ever leaving this town.\So I guess there's nothing we can do about it.\If the band is that important to him,\was that just an excuse to break up with me?\No, he didn't go that far for the sake of the band.\This may be a problem.\I could no longer sacrifice that much for Nana.\I wonder why. response:	I still love her like I always have.
context: So I guess there's nothing we can do about it.\If the band is that important to him,\was that just an excuse to break up with me?\No, he didn't go that far for the sake of the band.\This may be a problem.\I could no longer sacrifice that much for Nana.\I wonder why.\I still love her like I always have. response:	Hey, Ren. If I died, would you die with me?
context: If the band is that important to him,\was that just an excuse to break up with me?\No, he didn't go that far for the sake of the band.\This may be a problem.\I could no longer sacrifice that much for Nana.\I wonder why.\I still love her like I always have.\Hey, Ren. If I died, would you die with me? response:	When did I become such a cold person?
context: was that just an excuse to break up with me?\No, he didn't go that far for the sake of the band.\This may be a problem.\I could no longer sacrifice that much for Nana.\I wonder why.\I still love her like I always have.\Hey, Ren. If I died, would you die with me?\When did I become such a cold person? response:	REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.
context: No, he didn't go that far for the sake of the band.\This may be a problem.\I could no longer sacrifice that much for Nana.\I wonder why.\I still love her like I always have.\Hey, Ren. If I died, would you die with me?\When did I become such a cold person?\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. response:	REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. Reira. If you said that you were lonely now,
context: This may be a problem.\I could no longer sacrifice that much for Nana.\I wonder why.\I still love her like I always have.\Hey, Ren. If I died, would you die with me?\When did I become such a cold person?\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. Reira. If you said that you were lonely now, response:	REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. I'd fly to London in a heartbeat. I'd go anywhere.
context: I could no longer sacrifice that much for Nana.\I wonder why.\I still love her like I always have.\Hey, Ren. If I died, would you die with me?\When did I become such a cold person?\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. Reira. If you said that you were lonely now,\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. I'd fly to London in a heartbeat. I'd go anywhere. response:	REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.
context: I wonder why.\I still love her like I always have.\Hey, Ren. If I died, would you die with me?\When did I become such a cold person?\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. Reira. If you said that you were lonely now,\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. I'd fly to London in a heartbeat. I'd go anywhere.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. response:	IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT.
context: I still love her like I always have.\Hey, Ren. If I died, would you die with me?\When did I become such a cold person?\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. Reira. If you said that you were lonely now,\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. I'd fly to London in a heartbeat. I'd go anywhere.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. response:	IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. If I could warm your heart and body even a little,
context: Hey, Ren. If I died, would you die with me?\When did I become such a cold person?\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. Reira. If you said that you were lonely now,\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. I'd fly to London in a heartbeat. I'd go anywhere.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. If I could warm your heart and body even a little, response:	IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. then it would be worth it.
context: When did I become such a cold person?\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. Reira. If you said that you were lonely now,\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. I'd fly to London in a heartbeat. I'd go anywhere.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. If I could warm your heart and body even a little,\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. then it would be worth it. response:	IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT.
context: REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. Reira. If you said that you were lonely now,\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. I'd fly to London in a heartbeat. I'd go anywhere.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. If I could warm your heart and body even a little,\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. then it would be worth it.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. response:	THE WAY I SAY THAT, YOU MAY GET THE WRONG IDEA AND THINK I'M A KIND PERSON.
context: REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. Reira. If you said that you were lonely now,\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. I'd fly to London in a heartbeat. I'd go anywhere.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. If I could warm your heart and body even a little,\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. then it would be worth it.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT.\THE WAY I SAY THAT, YOU MAY GET THE WRONG IDEA AND THINK I'M A KIND PERSON. response:	THE WAY I SAY THAT, YOU MAY GET THE WRONG IDEA AND THINK I'M A KIND PERSON. The way I say that,
context: REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE. I'd fly to London in a heartbeat. I'd go anywhere.\REIRA, IF YOU SAID THAT YOU WERE LONELY NOW, I'D FLY TO LONDON IN A HEARTBEAT. I'D GO ANYWHERE.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. If I could warm your heart and body even a little,\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT. then it would be worth it.\IF I COULD WARM YOUR HEART AND BODY EVEN A LITTLE, THEN IT WOULD BE WORTH IT.\THE WAY I SAY THAT, YOU MAY GET THE WRONG IDEA AND THINK I'M A KIND PERSON.\THE WAY I SAY THAT, YOU MAY GET THE WRONG IDEA AND THINK I'M A KIND PERSON. The way I say that, response:	THE WAY I SAY THAT, YOU MAY GET THE WRONG IDEA AND THINK I'M A KIND PERSON. you may get the wrong idea and think I'm a kind person.
