context: Hang in there! response:	Reach out your hand!
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	To the exit
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit response:	Softly... Quietly...
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\Softly... Quietly... response:	Hurry!
context: To the exit\To the exit\To the exit\To the exit\To the exit\To the exit\Softly... Quietly...\Hurry! response:	Tomoe, what should I do?
context: To the exit\To the exit\To the exit\To the exit\To the exit\Softly... Quietly...\Hurry!\Tomoe, what should I do? response:	Tomoe!
context: To the exit\To the exit\To the exit\To the exit\Softly... Quietly...\Hurry!\Tomoe, what should I do?\Tomoe! response:	Their time's me-out! Set the fire!
context: To the exit\To the exit\To the exit\Softly... Quietly...\Hurry!\Tomoe, what should I do?\Tomoe!\Their time's me-out! Set the fire! response:	Oh, no!
context: To the exit\To the exit\Softly... Quietly...\Hurry!\Tomoe, what should I do?\Tomoe!\Their time's me-out! Set the fire!\Oh, no! response:	Max headwind!
